time,litterCount,tPlusProcessing
0,0.0,0.0
1,0.0,1.0
2,0.0,2.0
3,0.0,3.0
4,0.0,4.0
5,0.0,5.0
6,0.0,6.0
7,0.0,7.0
8,0.0,8.0
9,0.0,9.0
10,0.0,10.0
11,0.0,11.0
12,0.0,12.0
13,0.0,13.0
14,0.0,14.0
15,0.0,15.0
16,0.0,16.0
17,0.0,17.0
18,0.0,18.0
19,0.0,19.0
20,0.0,20.0
21,0.0,21.0
22,0.0,22.0
23,0.0,23.0
24,0.0,24.0
25,0.0,25.0
26,0.0,26.0
27,0.0,27.0
28,0.0,28.0
29,0.0,29.0
30,0.0,30.0
31,0.0,31.0
32,0.0,32.0
33,0.0,33.0
34,0.0,34.0
35,0.0,35.0
36,0.0,36.0
37,0.0,37.0
38,0.0,38.0
39,0.0,39.0
40,0.0,40.0
41,0.0,41.0
42,0.0,42.0
43,0.0,43.0
44,0.0,44.0
45,0.0,45.0
46,0.0,46.0
47,0.0,47.0
48,0.0,48.0
49,0.0,49.0
50,0.0,50.0
51,0.0,51.0
52,0.0,52.0
53,0.0,53.0
54,0.0,54.0
55,0.0,55.0
56,0.0,56.0
57,0.0,57.0
58,5.0,58.0
59,5.0,59.0
60,5.0,60.0
61,5.0,61.0
62,5.0,62.0
63,5.0,63.0
64,5.0,64.0
65,10.0,65.0
66,10.0,66.0
67,20.0,67.0
68,20.0,68.0
69,20.0,69.0
70,25.0,70.0
71,25.0,71.0
72,25.0,72.0
73,30.0,73.0
74,35.0,74.0
75,40.0,75.0
76,45.0,76.0
77,45.0,77.0
78,55.0,78.0
79,60.0,79.0
80,65.0,80.0
81,65.0,81.0
82,70.0,82.0
83,75.0,83.0
84,80.0,84.0
85,85.0,85.0
86,90.0,86.0
87,90.0,87.0
88,100.0,88.0
89,105.0,89.0
90,105.0,90.0
91,110.0,91.0
92,110.0,92.0
93,115.0,93.0
94,115.0,94.0
95,120.0,95.0
96,125.0,96.0
97,125.0,97.0
98,135.0,98.0
99,140.0,99.0
100,145.0,100.0
101,145.0,101.0
102,150.0,102.0
103,160.0,103.0
104,160.0,104.0
105,165.0,105.0
106,165.0,106.0
107,165.0,107.0
108,165.0,108.0
109,170.0,109.0
110,170.0,110.0
111,170.0,111.0
112,175.0,112.0
113,175.0,113.0
114,175.0,114.0
115,175.0,115.0
116,175.0,116.0
117,180.0,117.0
118,180.0,118.0
119,180.0,119.0
120,180.0,120.0
121,180.0,121.0
122,180.0,122.0
123,180.0,123.0
124,180.0,124.0
125,180.0,125.0
126,180.0,126.0
127,180.0,127.0
128,180.0,128.0
129,180.0,129.0
130,180.0,130.0
131,180.0,131.0
132,180.0,132.0
133,180.0,133.0
134,180.0,134.0
135,180.0,135.0
136,180.0,136.0
137,180.0,137.0
138,180.0,138.0
139,180.0,139.0
140,180.0,140.0
141,180.0,141.0
142,180.0,142.0
143,180.0,143.0
144,180.0,144.0
145,180.0,145.0
146,180.0,146.0
147,180.0,147.0
148,180.0,148.0
149,180.0,149.0
150,180.0,150.0
151,180.0,151.0
152,180.0,152.0
153,180.0,153.0
154,180.0,154.0
155,180.0,155.0
156,180.0,156.0
157,180.0,157.0
158,180.0,158.0
159,180.0,159.0
160,180.0,160.0
161,180.0,161.0
162,180.0,162.0
163,180.0,163.0
164,180.0,164.0
165,180.0,165.0
166,180.0,166.0
167,180.0,167.0
168,180.0,168.0
169,180.0,169.0
170,180.0,170.0
171,180.0,171.0
172,180.0,172.0
173,180.0,173.0
174,180.0,174.0
175,180.0,175.0
176,180.0,176.0
177,190.0,177.0
178,190.0,178.0
179,190.0,179.0
180,190.0,180.0
181,190.0,181.0
182,190.0,182.0
183,190.0,183.0
184,190.0,184.0
185,190.0,185.0
186,190.0,186.0
187,190.0,187.0
188,190.0,188.0
189,190.0,189.0
190,190.0,190.0
191,190.0,191.0
192,190.0,192.0
193,190.0,193.0
194,190.0,194.0
195,190.0,195.0
196,190.0,196.0
197,195.0,197.0
198,195.0,198.0
199,195.0,199.0
200,195.0,200.0
201,200.0,201.0
