time,litterCount,tPlusProcessing
0,0.0,0.0
1,0.0,1.0
2,0.0,2.0
3,0.0,3.0
4,0.0,4.0
5,0.0,5.0
6,0.0,6.0
7,0.0,7.0
8,0.0,8.0
9,0.0,9.0
10,0.0,10.0
11,0.0,11.0
12,0.0,12.0
13,0.0,13.0
14,0.0,14.0
15,0.0,15.0
16,0.0,16.0
17,0.0,17.0
18,0.0,18.0
19,0.0,19.0
20,0.0,20.0
21,0.0,21.0
22,0.0,22.0
23,0.0,23.0
24,0.0,24.0
25,0.0,25.0
26,0.0,26.0
27,0.0,27.0
28,0.0,28.0
29,0.0,29.0
30,0.0,30.0
31,0.0,31.0
32,0.0,32.0
33,0.0,33.0
34,0.0,34.0
35,0.0,35.0
36,0.0,36.0
37,0.0,37.0
38,0.0,38.0
39,0.0,39.0
40,0.0,40.0
41,0.0,41.0
42,0.0,42.0
43,0.0,43.0
44,0.0,44.0
45,0.0,45.0
46,0.0,46.0
47,0.0,47.0
48,0.0,48.0
49,0.0,49.0
50,0.0,50.0
51,0.0,51.0
52,0.0,52.0
53,0.0,53.0
54,0.0,54.0
55,0.0,55.0
56,0.0,56.0
57,0.0,57.0
58,0.0,58.0
59,0.0,59.0
60,0.0,60.0
61,0.0,61.0
62,0.0,62.0
63,0.0,63.0
64,0.0,64.0
65,0.0,65.0
66,0.0,66.0
67,0.0,67.0
68,0.0,68.0
69,0.0,69.0
70,0.0,70.0
71,0.0,71.0
72,0.0,72.0
73,0.0,73.0
74,0.0,74.0
75,0.0,75.0
76,0.0,76.0
77,0.0,77.0
78,0.0,78.0
79,0.0,79.0
80,0.0,80.0
81,0.0,81.0
82,0.0,82.0
83,5.0,83.0
84,5.0,84.0
85,5.0,85.0
86,5.0,86.0
87,5.0,87.0
88,5.0,88.0
89,5.0,89.0
90,10.0,90.0
91,10.0,91.0
92,20.0,92.0
93,20.0,93.0
94,20.0,94.0
95,25.0,95.0
96,25.0,96.0
97,25.0,97.0
98,30.0,98.0
99,35.0,99.0
100,40.0,100.0
101,45.0,101.0
102,45.0,102.0
103,55.0,103.0
104,60.0,104.0
105,65.0,105.0
106,65.0,106.0
107,70.0,107.0
108,75.0,108.0
109,80.0,109.0
110,85.0,110.0
111,90.0,111.0
112,90.0,112.0
113,100.0,113.0
114,105.0,114.0
115,105.0,115.0
116,110.0,116.0
117,110.0,117.0
118,115.0,118.0
119,115.0,119.0
120,120.0,120.0
121,125.0,121.0
122,125.0,122.0
123,135.0,123.0
124,140.0,124.0
125,145.0,125.0
126,145.0,126.0
127,150.0,127.0
128,160.0,128.0
129,160.0,129.0
130,165.0,130.0
131,165.0,131.0
132,165.0,132.0
133,165.0,133.0
134,170.0,134.0
135,170.0,135.0
136,170.0,136.0
137,175.0,137.0
138,175.0,138.0
139,175.0,139.0
140,175.0,140.0
141,175.0,141.0
142,180.0,142.0
143,180.0,143.0
144,180.0,144.0
145,180.0,145.0
146,180.0,146.0
147,180.0,147.0
148,180.0,148.0
149,180.0,149.0
150,180.0,150.0
151,180.0,151.0
152,180.0,152.0
153,180.0,153.0
154,180.0,154.0
155,180.0,155.0
156,180.0,156.0
157,180.0,157.0
158,180.0,158.0
159,180.0,159.0
160,180.0,160.0
161,180.0,161.0
162,180.0,162.0
163,180.0,163.0
164,180.0,164.0
165,180.0,165.0
166,180.0,166.0
167,180.0,167.0
168,180.0,168.0
169,180.0,169.0
170,180.0,170.0
171,180.0,171.0
172,180.0,172.0
173,180.0,173.0
174,180.0,174.0
175,180.0,175.0
176,180.0,176.0
177,180.0,177.0
178,180.0,178.0
179,180.0,179.0
180,180.0,180.0
181,180.0,181.0
182,180.0,182.0
183,180.0,183.0
184,180.0,184.0
185,180.0,185.0
186,180.0,186.0
187,180.0,187.0
188,180.0,188.0
189,180.0,189.0
190,180.0,190.0
191,180.0,191.0
192,180.0,192.0
193,180.0,193.0
194,180.0,194.0
195,180.0,195.0
196,180.0,196.0
197,180.0,197.0
198,180.0,198.0
199,180.0,199.0
200,180.0,200.0
201,180.0,201.0
202,180.0,202.0
203,180.0,203.0
204,180.0,204.0
205,180.0,205.0
206,180.0,206.0
207,180.0,207.0
208,180.0,208.0
209,180.0,209.0
210,180.0,210.0
211,180.0,211.0
212,180.0,212.0
213,180.0,213.0
214,180.0,214.0
215,180.0,215.0
216,180.0,216.0
217,180.0,217.0
218,180.0,218.0
219,180.0,219.0
220,180.0,220.0
221,180.0,221.0
222,180.0,222.0
223,180.0,223.0
224,180.0,224.0
225,180.0,225.0
226,180.0,226.0
227,190.0,227.0
228,190.0,228.0
229,190.0,229.0
230,190.0,230.0
231,190.0,231.0
232,190.0,232.0
233,190.0,233.0
234,190.0,234.0
235,190.0,235.0
236,190.0,236.0
237,190.0,237.0
238,190.0,238.0
239,190.0,239.0
240,190.0,240.0
241,190.0,241.0
242,190.0,242.0
243,190.0,243.0
244,190.0,244.0
245,190.0,245.0
246,190.0,246.0
247,195.0,247.0
248,195.0,248.0
249,195.0,249.0
250,195.0,250.0
251,200.0,251.0
