name,x,y,yaw
m_4wrobot1,0.8,0.0,0
m_4wrobot2,0.64375,0.4749588797990832,0.6356474078557615
m_4wrobot3,0.2360351562500001,0.7643869471766496,1.271294815711523
m_4wrobot4,-0.26388092041015615,0.7552263633133373,1.9069422235672844
m_4wrobot5,-0.6607185125350952,0.4510554812807526,2.542589631423046
m_4wrobot6,-0.7994629357010127,-0.029308948127125846,3.178237039278807
m_4wrobot7,-0.6259171496087224,-0.4982245696728458,3.8138844471345683
m_4wrobot8,-0.20787247695052505,-0.7725212186901105,4.4495318549903295
m_4wrobot9,0.29137238201647103,-0.745051766656551,5.085179262846091
m_4wrobot10,1.3,0.0,0
m_4wrobot11,1.203846153846154,0.49066733931434897,0.38702638502157094
m_4wrobot12,0.9296085571233501,0.9087507526946227,0.7740527700431419
m_4wrobot13,0.5178549016544888,1.1924035813567568,1.1610791550647128
m_4wrobot14,0.029495491503010597,1.29966534768801,1.5481055400862838
m_4wrobot15,-0.4632271570364868,1.214668926491451,1.9351319251078547
m_4wrobot16,-0.8874250782037229,0.9499877528553284,2.3221583101294256
m_4wrobot17,-1.1803471002283965,0.5447758465482989,2.709184695150997
m_4wrobot18,-1.2986615630476859,0.058975797260752326,3.0962110801725675
m_4wrobot19,-1.2248663271912825,-0.43554848239081084,3.4832374651941382
m_4wrobot20,-0.9698778476675296,-0.8656425131679938,3.870263850215709
m_4wrobot21,-0.5714163137550893,-1.1676829177368937,4.25729023523728
m_4wrobot22,-0.08842573934633403,-1.2969891628772594,4.64431662025885
m_4wrobot23,0.40764556573495575,-1.2344331058168474,5.031343005280421
m_4wrobot24,0.8434142723347433,-0.9892686011503931,5.418369390301992
m_4wrobot25,1.154417554032942,-0.5977625874380227,5.8053957753235625
m_4wrobot26,1.8,0.0,0
m_4wrobot27,1.7305555555555554,0.4951539852771081,0.2786786815155391
m_4wrobot28,1.5275805898491084,0.9521016445297478,0.5573573630310782
m_4wrobot29,1.206736751469119,1.3355846707168206,0.8360360445466173
m_4wrobot30,0.7927805094263886,1.616013324163398,1.1147147260621564
m_4wrobot31,0.31765293177977033,1.7717495914862564,1.3933934075776955
m_4wrobot32,-0.18198490294862033,1.7907767853919654,1.6720720890932346
m_4wrobot33,-0.6675806926964075,1.6716267582026152,1.9507507706087737
m_4wrobot34,-1.101665626526262,1.4234931848556558,2.2294294521243128
m_4wrobot35,-1.4507454965809423,1.0655221744056365,2.508108133639852
m_4wrobot36,-1.6878851277019076,0.6253349467946878,2.7867868151553914
m_litter1,-17.30734731909633,-18.030902254697875,0
m_litter2,-19.789569027922372,-20.711644271417427,0
m_litter3,-17.477123689305575,-21.73977167761605,0
m_litter4,-23.61661279161195,-12.759561767662362,0
m_litter5,-19.24845512178201,-15.09566107964216,0
m_litter6,-21.441067803697166,-19.870297361027674,0
m_litter7,-12.136914422752477,-17.048887435493196,0
m_litter8,-18.18268458414623,-11.673756699829088,0
m_litter9,-14.292786405042209,-20.89148853605722,0
m_litter10,-22.812315155205788,-10.396507496448333,0
m_litter11,-20.24230631667441,-21.0490035890329,0
m_litter12,-10.919514546031058,-22.94801738004805,0
m_litter13,-23.070351150108806,-18.273493850658703,0
m_litter14,-21.770300308382666,-14.37356762727602,0
m_litter15,-22.753502813508128,-23.558472305819485,0
m_litter16,-13.315560276300454,-13.75199882732698,0
m_litter17,-17.160902010842285,-16.518737553144906,0
m_litter18,-16.940919225512985,-14.35838449870257,0
m_litter19,-18.84798178071594,-15.419828367933176,0
m_litter20,-23.895986513936194,-17.613224061104532,0
m_litter21,-14.408177606485516,-11.48552248048859,0
m_litter22,-18.36345929293073,-17.396179180478523,0
m_litter23,-20.954717144285002,-15.616231903446796,0
m_litter24,-20.663452819627093,-20.716414636545736,0
m_litter25,-18.28059826502593,-20.824261259249823,0
m_litter26,-24.169229147696452,-15.265802893238774,0
m_litter27,-12.354791007245886,-21.117094849664404,0
m_litter28,-19.470789018715266,-16.805941799693645,0
m_litter29,-13.444165441437132,-22.633357335649503,0
m_litter30,-12.22570768749339,-20.173165314505876,0
m_litter31,-17.698613446754976,-18.244226688468935,0
m_litter32,-21.400086957108186,-17.54254260195282,0
m_litter33,-24.210268184546102,-24.615016004094215,0
m_litter34,-20.523187515703416,-14.436896395792608,0
m_litter35,-18.04488687175463,-10.141600341161176,0
m_litter36,-18.226870750580307,-23.669454575083243,0
m_litter37,-15.937907587081392,-12.845005014150495,0
m_litter38,-12.14416228988109,-21.16961086160623,0
m_litter39,-15.195942815124388,-11.225116246443111,0
m_litter40,-15.409327213107455,-22.914434324255417,0
m_litter41,-16.954477434364435,-18.67085188205594,0
m_litter42,-22.566372111035815,-12.39467611271122,0
m_litter43,-18.472249782245278,-20.532490325697083,0
m_litter44,-20.129360460924673,-19.808918064385562,0
m_litter45,-24.19220776428137,-24.193812647276744,0
m_litter46,-18.87522684914411,-24.781330178356747,0
m_litter47,-11.57413943315306,-18.403067345811078,0
m_litter48,-24.681571459113854,-24.423655040112642,0
m_litter49,-17.522741831350345,-12.960834399534793,0
m_litter50,-19.661588944833493,-13.587589965505561,0
m_litter51,-15.451049108294114,-20.925589667610712,0
m_litter52,-15.853011594018378,-14.480869007072593,0
m_litter53,-19.55311354509782,-15.47207420578581,0
m_litter54,-12.043764173615912,-18.760940638336294,0
m_litter55,-10.567889687913649,-17.98482691142607,0
m_litter56,-12.629910120866601,-22.43947137241318,0
m_litter57,-21.545451128587633,-21.886765544948023,0
m_litter58,-24.052360694676956,-12.223569114857167,0
m_litter59,-15.320218779723863,-13.115895167728741,0
m_litter60,-14.934381934832224,-23.75509880299487,0
m_litter61,-16.192480524669076,-23.671268483281207,0
m_litter62,-14.691506611750965,-15.690775644550147,0
m_litter63,-11.9829742920526,-12.606071230286686,0
m_litter64,-14.03524279214491,-14.624473817305748,0
m_litter65,-13.650512582890013,-10.78010294684032,0
m_litter66,-20.598536773375233,-15.046580325599702,0
m_litter67,-19.692079873262983,-12.508592082244466,0
m_litter68,-14.265449993874094,-21.6395025914088,0
m_litter69,-13.88367106592784,-15.490474449548499,0
m_litter70,-22.6489758649766,-16.38805561413272,0
m_litter71,-18.94111927991424,-21.055423361678567,0
m_litter72,-15.809578968854273,-17.603821433276035,0
m_litter73,-22.009795651640736,-15.953922201190627,0
m_litter74,-14.69985706566018,-22.200959753323755,0
m_litter75,-13.952300030256572,-15.00467803362543,0
m_litter76,-13.364182448474018,-18.63709446718567,0
m_litter77,-12.486691011125078,-18.93448925760851,0
m_litter78,-18.793527776320307,-22.976888404471232,0
m_litter79,-16.88794666613626,-23.90047305600834,0
m_litter80,-20.90199903094183,-19.240505526459703,0
m_litter81,-22.265024905490115,-15.722948528160517,0
m_litter82,-12.558931180588058,-22.820941283424474,0
m_litter83,-14.437928195048018,-24.010993580332237,0
m_litter84,-24.78538334735225,-20.937394896607117,0
m_litter85,-20.14435819149204,-16.28004522656826,0
m_litter86,-20.00618441136689,-17.41902764443963,0
m_litter87,-23.0384567160914,-21.08886451317122,0
m_litter88,-14.429046440420882,-15.28426586577369,0
m_litter89,-20.593165128221525,-17.696654565408778,0
m_litter90,-13.173494344699922,-14.862794502553164,0
m_litter91,-12.931797996095534,-19.621577822493414,0
m_litter92,-12.741009221930367,-23.797097546978346,0
m_litter93,-21.959515392723013,-12.902435787574198,0
m_litter94,-11.158128045858405,-22.420306588336867,0
m_litter95,-12.813006411459003,-14.297879811183353,0
m_litter96,-16.612158617181766,-15.784846754404565,0
m_litter97,-22.27682583317138,-15.214272181831278,0
m_litter98,-10.793247186096337,-20.545310923604447,0
m_litter99,-23.690717614482423,-15.906801977677995,0
m_litter100,-12.728316014749147,-10.38512575330827,0
m_litter101,-13.776087179896212,-15.436396073130513,0
m_litter102,-18.858449832622508,-16.16063797207376,0
m_litter103,-18.788173797122223,-16.243505111066575,0
m_litter104,-20.92346956797878,-10.93785934323868,0
m_litter105,-16.00598383055597,-23.764742031874082,0
m_litter106,-19.968633748661418,-21.428145244248242,0
m_litter107,-11.689815193618351,-21.50995225442348,0
m_litter108,-18.029078062324203,-11.185899347484238,0
m_litter109,-15.505633638274645,-23.137008816359995,0
m_litter110,-13.146704371369069,-18.18810226029383,0
m_litter111,-20.87425416630617,-13.215541282444196,0
m_litter112,-15.760375719791998,-14.628467643794268,0
m_litter113,-17.300970178676778,-16.043985096770168,0
m_litter114,-15.583755345305022,-14.012878046641102,0
m_litter115,-21.59238115181616,-11.294643967395718,0
m_litter116,-10.622247259073609,-13.822542951688652,0
m_litter117,-19.100252507629225,-11.658552749302217,0
m_litter118,-11.108843022729378,-16.03611361033302,0
m_litter119,-22.04102406745553,-15.67698661182556,0
m_litter120,-19.830697655174497,-16.28010995738821,0
m_litter121,-23.313598622596572,-18.87129099339835,0
m_litter122,-18.82544136843757,-14.353263622585082,0
m_litter123,-10.820925806578305,-24.766283045213065,0
m_litter124,-15.190284318026224,-23.690195740712554,0
m_litter125,-19.731938248772085,-14.054607126683301,0
m_litter126,-10.469568714322888,-20.506797635017765,0
m_litter127,-16.451690331651445,-13.505448081654421,0
m_litter128,-19.46864716431153,-11.498894926632316,0
m_litter129,-24.14559351699515,-16.230620171240563,0
m_litter130,-17.770067766930946,-17.936902875494596,0
m_litter131,-16.776484241592385,-17.848089725444183,0
m_litter132,-24.435760697258953,-12.642643012891778,0
m_litter133,-13.092517904802927,-14.0955580410129,0
m_litter134,-17.370169301326893,-24.253656548181233,0
m_litter135,-15.536951651612823,-16.82042670631332,0
m_litter136,-19.254378781660254,-15.423351498197322,0
m_litter137,-21.92977642358833,-23.13448886276067,0
m_litter138,-13.488567333763896,-19.287626980001388,0
m_litter139,-20.48851020272831,-15.372837979078003,0
m_litter140,-24.899691452768913,-15.726062223689256,0
m_litter141,-16.459042040921048,-15.750021248919438,0
m_litter142,-16.367457871656704,-17.88050864447612,0
m_litter143,-13.075432055384733,-20.748322305617414,0
m_litter144,-19.517724336773085,-24.858192905282653,0
m_litter145,-22.310604310635036,-13.31178032749257,0
m_litter146,-23.379209540696152,-14.271160163708565,0
m_litter147,-11.088372277717244,-22.257456872648106,0
m_litter148,-19.654216617243872,-20.047825419901763,0
m_litter149,-19.719320565060563,-20.66921978442205,0
m_litter150,-12.487890817606203,-17.120342958360446,0
m_litter151,-18.071513247865063,-17.35927368410167,0
m_litter152,-22.771315403299823,-17.65915578943059,0
m_litter153,-10.36535618832323,-13.214675544246052,0
m_litter154,-21.618634182635983,-23.33664846862633,0
m_litter155,-24.136226078972953,-22.145467456091936,0
m_litter156,-10.505340313473774,-11.79999263532235,0
m_litter157,-15.707342678375596,-19.760225005383806,0
m_litter158,-17.82164347000782,-13.919522331204366,0
m_litter159,-22.718248292875735,-21.526994351320575,0
m_litter160,-14.898350796462877,-12.629683503484522,0
m_litter161,-12.057961380412088,-22.298562407171694,0
m_litter162,-21.78909729308776,-22.307347048154497,0
m_litter163,-12.624429701041594,-15.045223309085385,0
m_litter164,-24.65260670466263,-10.958331533717244,0
m_litter165,-20.264997595764417,-20.596492482333307,0
m_litter166,-14.138432006527603,-20.337458327267765,0
m_litter167,-24.35800690732443,-17.14725016990815,0
m_litter168,-24.10581902521959,-21.97850014818481,0
m_litter169,-17.960503914745004,-15.872129718775973,0
m_litter170,-11.098171730324346,-18.63336074015465,0
m_litter171,-13.34465822553819,-16.54978750211816,0
m_litter172,-18.259754132942277,-17.47260771457814,0
m_litter173,-15.883196224226996,-18.219323700993254,0
m_litter174,-16.74146838792584,-11.24681618352237,0
m_litter175,-16.682018756119454,-14.060648888456834,0
m_litter176,-24.739641901704548,-11.727748050391256,0
m_litter177,-24.473858622941478,-20.633623751140835,0
m_litter178,-19.677113554640883,-23.13862940347502,0
m_litter179,-22.994097943761545,-21.745671710531923,0
m_litter180,-22.041181778097748,-12.593422183643822,0
m_litter181,-24.806622219360456,-20.446224663312314,0
m_litter182,-11.089504651729023,-24.507187985950978,0
m_litter183,-19.989246806660017,-12.14971507925473,0
m_litter184,-24.331290746095753,-10.411413921889455,0
m_litter185,-12.6536973869454,-18.807180284241085,0
m_litter186,-18.76989366399573,-22.958011631851996,0
m_litter187,-18.49301410482787,-21.963100799204852,0
m_litter188,-23.834608976121597,-14.356396035098454,0
m_litter189,-15.767472556912672,-19.242252506018172,0
m_litter190,-18.60855218357581,-16.7409476301469,0
m_litter191,-12.86469502705534,-10.388772379190254,0
m_litter192,-19.279260361357696,-23.656502930280574,0
m_litter193,-24.494643939477704,-23.099014783088652,0
m_litter194,-13.31540423334769,-12.508769720620343,0
m_litter195,-19.67385348832581,-20.277592368783502,0
m_litter196,-17.155196941870425,-10.677902089794387,0
m_litter197,-24.70836290669005,-14.407050797254122,0
m_litter198,-16.537206024152937,-17.757683071800372,0
m_litter199,-14.3978333639431,-22.868631134736436,0
m_litter200,-11.007617505191641,-11.039871254699587,0
