name,x,y,yaw
m_4wrobot1,0.8,0.0,0
m_4wrobot2,0.64375,0.4749588797990832,0.6356474078557615
m_4wrobot3,0.2360351562500001,0.7643869471766496,1.271294815711523
m_4wrobot4,-0.26388092041015615,0.7552263633133373,1.9069422235672844
m_4wrobot5,-0.6607185125350952,0.4510554812807526,2.542589631423046
m_4wrobot6,-0.7994629357010127,-0.029308948127125846,3.178237039278807
m_4wrobot7,-0.6259171496087224,-0.4982245696728458,3.8138844471345683
m_4wrobot8,-0.20787247695052505,-0.7725212186901105,4.4495318549903295
m_4wrobot9,0.29137238201647103,-0.745051766656551,5.085179262846091
m_4wrobot10,1.3,0.0,0
m_4wrobot11,1.203846153846154,0.49066733931434897,0.38702638502157094
m_4wrobot12,0.9296085571233501,0.9087507526946227,0.7740527700431419
m_4wrobot13,0.5178549016544888,1.1924035813567568,1.1610791550647128
m_4wrobot14,0.029495491503010597,1.29966534768801,1.5481055400862838
m_4wrobot15,-0.4632271570364868,1.214668926491451,1.9351319251078547
m_4wrobot16,-0.8874250782037229,0.9499877528553284,2.3221583101294256
m_4wrobot17,-1.1803471002283965,0.5447758465482989,2.709184695150997
m_4wrobot18,-1.2986615630476859,0.058975797260752326,3.0962110801725675
m_4wrobot19,-1.2248663271912825,-0.43554848239081084,3.4832374651941382
m_4wrobot20,-0.9698778476675296,-0.8656425131679938,3.870263850215709
m_4wrobot21,-0.5714163137550893,-1.1676829177368937,4.25729023523728
m_4wrobot22,-0.08842573934633403,-1.2969891628772594,4.64431662025885
m_4wrobot23,0.40764556573495575,-1.2344331058168474,5.031343005280421
m_4wrobot24,0.8434142723347433,-0.9892686011503931,5.418369390301992
m_4wrobot25,1.154417554032942,-0.5977625874380227,5.8053957753235625
m_4wrobot26,1.8,0.0,0
m_4wrobot27,1.7305555555555554,0.4951539852771081,0.2786786815155391
m_4wrobot28,1.5275805898491084,0.9521016445297478,0.5573573630310782
m_4wrobot29,1.206736751469119,1.3355846707168206,0.8360360445466173
m_4wrobot30,0.7927805094263886,1.616013324163398,1.1147147260621564
m_4wrobot31,0.31765293177977033,1.7717495914862564,1.3933934075776955
m_4wrobot32,-0.18198490294862033,1.7907767853919654,1.6720720890932346
m_4wrobot33,-0.6675806926964075,1.6716267582026152,1.9507507706087737
m_4wrobot34,-1.101665626526262,1.4234931848556558,2.2294294521243128
m_4wrobot35,-1.4507454965809423,1.0655221744056365,2.508108133639852
m_4wrobot36,-1.6878851277019076,0.6253349467946878,2.7867868151553914
m_litter1,-22.273655124718577,-15.28428172940032,0
m_litter2,-10.289406321754742,-22.353736637677983,0
m_litter3,-23.329248689696072,-13.639934426128953,0
m_litter4,-11.245594660833854,-11.91980358850956,0
m_litter5,-18.48777263229636,-23.979415519545537,0
m_litter6,-13.766393245612152,-22.64899753276952,0
m_litter7,-18.03235516975867,-13.261702089430177,0
m_litter8,-20.26568020248457,-19.02666601025925,0
m_litter9,-13.853910309676156,-17.776563968666363,0
m_litter10,-22.157265651635228,-18.810773003803853,0
m_litter11,-17.320728473037715,-14.892219890640046,0
m_litter12,-13.769072211242438,-21.213937660941593,0
m_litter13,-15.20092701934111,-11.716453143000649,0
m_litter14,-11.603179884209103,-13.570124618826886,0
m_litter15,-21.479767279369547,-18.35595540027909,0
m_litter16,-11.054976629191621,-10.959167354944277,0
m_litter17,-20.97284354197037,-20.541249952089167,0
m_litter18,-17.506961122306986,-22.853118553074356,0
m_litter19,-18.504158245685197,-23.78097652170147,0
m_litter20,-22.536684198745732,-21.79022247778951,0
m_litter21,-24.31883093423219,-17.949392340393796,0
m_litter22,-11.359545636481169,-17.844408818671802,0
m_litter23,-21.224696648305112,-20.20576137205361,0
m_litter24,-21.850437618281212,-15.510535110213908,0
m_litter25,-15.131422336354198,-18.795598215583542,0
m_litter26,-14.737026377678443,-22.769364576287494,0
m_litter27,-19.23028250131807,-11.672198237274708,0
m_litter28,-13.891686851507268,-22.45495281826622,0
m_litter29,-23.479831752854476,-15.749094498925357,0
m_litter30,-19.00063730350698,-12.120374605252252,0
m_litter31,-18.12049210819626,-15.494839055144737,0
m_litter32,-21.503421642407915,-13.045398543902266,0
m_litter33,-16.829363351250983,-13.020336532702354,0
m_litter34,-12.953737028327094,-14.992517046506698,0
m_litter35,-19.312097468691515,-10.757997165283992,0
m_litter36,-10.453102041893596,-24.582620507848443,0
m_litter37,-21.665985762750257,-18.755549423789265,0
m_litter38,-15.49202915707482,-21.93376082924867,0
m_litter39,-22.09292754827972,-13.227375430198233,0
m_litter40,-18.917078686872337,-22.537880158217607,0
m_litter41,-16.769636293577612,-19.607621950493648,0
m_litter42,-20.81390462000991,-22.374947562233086,0
m_litter43,-15.043374897133956,-13.53135352132471,0
m_litter44,-20.53427540846857,-12.113550080697621,0
m_litter45,-10.809951141376938,-17.12048865008954,0
m_litter46,-14.078484296472746,-23.511615667793905,0
m_litter47,-17.589780953073618,-11.675355884809916,0
m_litter48,-14.064847407719446,-16.78462232239141,0
m_litter49,-17.703674641393892,-10.7198606432692,0
m_litter50,-15.053726116996518,-20.908461811632062,0
m_litter51,18.356068264467282,-24.38737505299459,0
m_litter52,16.26539166505829,-15.3759046907238,0
m_litter53,22.85437379442691,-14.866918561283082,0
m_litter54,10.81657187297156,-13.071899084441458,0
m_litter55,15.072835607942796,-16.62005411379131,0
m_litter56,10.912774331123153,-16.758540476734122,0
m_litter57,14.933021041447748,-20.546403111249976,0
m_litter58,21.149057097396945,-12.929500234137898,0
m_litter59,13.237489057449698,-11.216643669112878,0
m_litter60,21.132207803617778,-18.555982143443046,0
m_litter61,20.806782830111647,-24.485750626456767,0
m_litter62,21.206880837599304,-11.715729777686889,0
m_litter63,22.379926826832833,-14.51857441793059,0
m_litter64,17.86385726406674,-18.86478354141083,0
m_litter65,20.562178336195174,-11.193298519265753,0
m_litter66,21.470491103105076,-23.512991715243864,0
m_litter67,15.545083629422479,-22.919507886649605,0
m_litter68,21.145523815319592,-22.708272629094534,0
m_litter69,22.40318300576377,-14.596701612887522,0
m_litter70,17.281274322837934,-17.968700489977408,0
m_litter71,15.493994630426029,-16.620786187578574,0
m_litter72,23.888897731199897,-21.687435100926578,0
m_litter73,18.983738341056483,-23.640290674516592,0
m_litter74,19.658690798225336,-23.080708154105235,0
m_litter75,24.12430181776374,-14.492173266388697,0
m_litter76,18.37643373540613,-17.995551051729002,0
m_litter77,14.930778114327513,-15.029191261126035,0
m_litter78,18.626840175264643,-24.430837000489262,0
m_litter79,19.417999872934736,-23.4045946538214,0
m_litter80,10.25209177704523,-17.774970274256624,0
m_litter81,17.980321291969005,-20.284918873390822,0
m_litter82,22.54686581829548,-22.2935238726337,0
m_litter83,23.408673059396822,-21.511924707454373,0
m_litter84,17.138305250991085,-17.608249298226823,0
m_litter85,19.717610653439976,-19.43962996561804,0
m_litter86,17.5673402375745,-12.140311394267787,0
m_litter87,17.566107826568814,-16.04030130126704,0
m_litter88,22.606957361683662,-18.99477966004789,0
m_litter89,15.139070842758576,-10.617643691932003,0
m_litter90,18.574586199895464,-13.750085359700778,0
m_litter91,14.83523071724699,-14.90175823247302,0
m_litter92,21.938660219704545,-21.778229179572115,0
m_litter93,24.259479340349436,-20.613952537694768,0
m_litter94,15.781205811032702,-13.860677485687997,0
m_litter95,19.38535942311661,-24.196399224650072,0
m_litter96,23.67333427703937,-20.529568232123538,0
m_litter97,16.94011359962276,-21.509162312807476,0
m_litter98,20.344336963277716,-18.771366201367083,0
m_litter99,13.775831099162396,-15.726233232386988,0
m_litter100,12.72667926190297,-22.89484952939494,0
m_litter101,-11.189570936104026,19.185998689746558,0
m_litter102,-15.913736301891085,10.364156404223031,0
m_litter103,-15.42291019673701,15.612609114798317,0
m_litter104,-23.636336999348345,20.420969347343508,0
m_litter105,-10.883388119015066,18.921320247957105,0
m_litter106,-22.48947687244968,15.066449368244305,0
m_litter107,-17.562001770700203,20.49240924594827,0
m_litter108,-19.955599501973925,12.036497047371224,0
m_litter109,-24.0724255328456,16.99030760001315,0
m_litter110,-11.532470056364957,19.973591485356017,0
m_litter111,-24.34476868153461,15.154039477060293,0
m_litter112,-16.658026387556784,12.170588336034006,0
m_litter113,-22.660800117417597,13.691395092650275,0
m_litter114,-11.777116676031117,14.099368930837864,0
m_litter115,-13.587675303369465,10.50132250346612,0
m_litter116,-21.20704785565819,12.419443042026941,0
m_litter117,-16.34257964838317,11.4131507068658,0
m_litter118,-18.2739549282222,19.80525214296665,0
m_litter119,-10.27382847108002,10.599902642277222,0
m_litter120,-20.98940454604662,16.368316955720097,0
m_litter121,-19.671366544774195,11.990040071535566,0
m_litter122,-15.210675030478813,14.996247433027182,0
m_litter123,-12.17094247817391,23.323690343601342,0
m_litter124,-17.420395019747815,15.282245812343819,0
m_litter125,-17.13514001980792,17.86432106769238,0
m_litter126,-15.61017203702874,18.79932741514206,0
m_litter127,-23.883565326107053,24.000413340567217,0
m_litter128,-11.079455022495747,23.1839587561483,0
m_litter129,-21.031542913139464,22.090659657615138,0
m_litter130,-21.15984745263455,20.25347667336274,0
m_litter131,-19.04867813686784,13.642394947714886,0
m_litter132,-17.948076240761225,19.138380181450202,0
m_litter133,-18.297307091330723,21.796046367992325,0
m_litter134,-14.040078348023913,20.43590069702385,0
m_litter135,-17.035949265302328,22.491357675774207,0
m_litter136,-18.960646485060945,17.313168120355275,0
m_litter137,-20.00441011600916,20.655951460986287,0
m_litter138,-13.31557487905321,15.329909797983245,0
m_litter139,-18.989275982817798,21.783556268755547,0
m_litter140,-21.385634526282075,17.40863289653926,0
m_litter141,-20.480460930362636,11.1501415892962,0
m_litter142,-14.989482714092206,11.308382840567187,0
m_litter143,-18.488891315523723,13.171103185114585,0
m_litter144,-11.929964931210453,20.65981182530173,0
m_litter145,-19.0105062625979,19.4012205925822,0
m_litter146,-18.80360957178802,16.573607175941675,0
m_litter147,-10.211399741010938,24.65289694933285,0
m_litter148,-14.743472763525178,16.89129984147403,0
m_litter149,-18.59912562888748,11.944945534883427,0
m_litter150,-14.041375784469581,15.670253669462586,0
m_litter151,14.201618603992745,12.176786367856486,0
m_litter152,13.134659772985867,13.132505196586706,0
m_litter153,11.520753013651172,12.215144555487374,0
m_litter154,21.404514529056993,10.824297808061432,0
m_litter155,15.997266128598651,19.51905647610255,0
m_litter156,12.418963658231146,14.488165613638019,0
m_litter157,15.31172433867136,24.19013200937182,0
m_litter158,19.358562828215934,10.479780324190726,0
m_litter159,12.392539843403476,24.021115554605196,0
m_litter160,22.67756489601404,14.621609245639062,0
m_litter161,12.142991951882323,10.517603462704944,0
m_litter162,12.808620686618461,11.336885171615739,0
m_litter163,13.128191421466042,20.452680615174092,0
m_litter164,16.354738465237364,17.04159122451565,0
m_litter165,18.77333072163139,21.028918687601678,0
m_litter166,22.346769432512165,16.853931471566472,0
m_litter167,22.78712766716523,24.37470891539056,0
m_litter168,12.321673676873003,20.8065405361865,0
m_litter169,15.439631040527171,20.024158365581563,0
m_litter170,17.677098585142463,14.295198877194057,0
m_litter171,16.636476150968686,10.55738828028288,0
m_litter172,21.00683833741983,10.83130990881536,0
m_litter173,10.116044983930951,19.049259749929043,0
m_litter174,12.25360053571521,15.452192376797234,0
m_litter175,19.25298086487404,13.583521614514572,0
m_litter176,23.221550434744,23.3136043037435,0
m_litter177,11.212226579088782,10.397204194090966,0
m_litter178,11.603589287976458,11.559263223367203,0
m_litter179,15.234916053549846,12.033395282716235,0
m_litter180,15.711617131181125,11.893539111377901,0
m_litter181,12.512802250102087,20.307738381254914,0
m_litter182,12.525537456894906,20.877385914594583,0
m_litter183,10.583811143358606,15.56264895911404,0
m_litter184,17.304937499297694,24.194657030440837,0
m_litter185,20.179231624841854,23.714899042017883,0
m_litter186,16.518505149442042,19.92204125952874,0
m_litter187,23.72122718545125,23.263357344173002,0
m_litter188,10.427108314033603,16.13850218006064,0
m_litter189,23.955680433585513,12.63870066938302,0
m_litter190,14.836399346389335,17.43827237528467,0
m_litter191,20.57619424056925,23.319945733357642,0
m_litter192,16.065720629277447,15.07660498067066,0
m_litter193,15.104907201683433,11.798743206570162,0
m_litter194,23.87575983023595,11.402271297575657,0
m_litter195,17.3367694642633,17.13164489328308,0
m_litter196,10.330508775715995,12.511847092631827,0
m_litter197,21.746323057605085,18.84322183802995,0
m_litter198,14.147931175854133,17.12350388490247,0
m_litter199,19.099255804357735,22.40994535373241,0
m_litter200,12.901761332487393,13.73909282771671,0
